composite_tasks,conversation_length_chars_avg,conversation_length_chars_max,conversation_length_chars_min,conversation_length_chars_total,conversation_length_texts,conversation_length_words_avg,conversation_length_words_max,conversation_length_words_min,conversation_length_words_total,conversation_messages_avg,conversation_messages_max,conversation_messages_min,conversation_messages_total,environment,num_steps,num_trajectories,sampling_method,task,tool_call_distribution_json,trajectory_cosine_avg,trajectory_cosine_computed_pairs,trajectory_cosine_exact,trajectory_cosine_max,trajectory_cosine_min,trajectory_cosine_num_items,trajectory_cosine_num_pairs
TongBuffetSetup,341.0,638,238,10230.0,30,58.666666666666664,105,39,1760.0,3.6333333333333333,6,3,109.0,tong_buffet_setup,266,30,base,tong_buffet_setup,"{""communicate"":{""count"":109,""fraction"":0.40977443609022557},""give_space"":{""count"":27,""fraction"":0.10150375939849623},""navigate_to_fixture"":{""count"":40,""fraction"":0.15037593984962405},""open_sliding_part"":{""count"":30,""fraction"":0.11278195488721804},""pick_up_object"":{""count"":30,""fraction"":0.11278195488721804},""place_next_to"":{""count"":30,""fraction"":0.11278195488721804}}",,,,,,,
VeggieDipPrep,434.3666666666667,621,270,13031.0,30,79.53333333333333,117,48,2386.0,4.666666666666667,7,3,140.0,veggie_dip_prep,407,30,base,veggie_dip_prep,"{""communicate"":{""count"":140,""fraction"":0.343980343980344},""give_space"":{""count"":44,""fraction"":0.10810810810810811},""navigate_to_fixture"":{""count"":43,""fraction"":0.10565110565110565},""pick_up_object"":{""count"":90,""fraction"":0.22113022113022113},""place_in_receptacle"":{""count"":90,""fraction"":0.22113022113022113}}",,,,,,,
AddLemonToFish,369.8,592,265,11094.0,30,60.93333333333333,101,40,1828.0,4.0,7,3,120.0,add_lemon_to_fish,285,30,high_temperature,add_lemon_to_fish,"{""communicate"":{""count"":120,""fraction"":0.42105263157894735},""give_space"":{""count"":32,""fraction"":0.11228070175438597},""navigate_to_fixture"":{""count"":43,""fraction"":0.15087719298245614},""open_hinged_part"":{""count"":30,""fraction"":0.10526315789473684},""pick_up_object"":{""count"":30,""fraction"":0.10526315789473684},""place_on_object"":{""count"":30,""fraction"":0.10526315789473684}}",,,,,,,
AddSugarCubes,388.8,554,259,11664.0,30,63.06666666666667,88,37,1892.0,4.066666666666666,6,3,122.0,add_sugar_cubes,299,30,high_temperature,add_sugar_cubes,"{""communicate"":{""count"":122,""fraction"":0.4080267558528428},""give_space"":{""count"":31,""fraction"":0.10367892976588629},""navigate_to_fixture"":{""count"":26,""fraction"":0.08695652173913043},""pick_up_object"":{""count"":60,""fraction"":0.20066889632107024},""place_on_object"":{""count"":60,""fraction"":0.20066889632107024}}",,,,,,,
AlcoholServingPrep,498.53333333333336,685,365,14956.0,30,91.83333333333333,132,63,2755.0,5.133333333333334,7,4,154.0,alcohol_serving_prep,446,30,high_temperature,alcohol_serving_prep,"{""communicate"":{""count"":154,""fraction"":0.3452914798206278},""give_space"":{""count"":36,""fraction"":0.08071748878923767},""navigate_to_fixture"":{""count"":106,""fraction"":0.23766816143497757},""open_hinged_part"":{""count"":30,""fraction"":0.06726457399103139},""pick_up_object"":{""count"":60,""fraction"":0.13452914798206278},""place_on_surface"":{""count"":60,""fraction"":0.13452914798206278}}",,,,,,,
AlignSilverware,500.0,686,368,15000.0,30,89.2,123,68,2676.0,5.2,6,4,156.0,align_silverware,422,30,high_temperature,align_silverware,"{""communicate"":{""count"":156,""fraction"":0.3696682464454976},""give_space"":{""count"":48,""fraction"":0.11374407582938388},""navigate_to_fixture"":{""count"":98,""fraction"":0.23222748815165878},""pick_up_object"":{""count"":60,""fraction"":0.14218009478672985},""place_next_to"":{""count"":60,""fraction"":0.14218009478672985}}",,,,,,,
ArrangeBreadBowl,437.3666666666667,604,303,13121.0,30,76.9,117,50,2307.0,4.8,6,3,144.0,arrange_bread_bowl,447,30,high_temperature,arrange_bread_bowl,"{""communicate"":{""count"":144,""fraction"":0.3221476510067114},""give_space"":{""count"":45,""fraction"":0.10067114093959731},""navigate_to_fixture"":{""count"":108,""fraction"":0.24161073825503357},""open_hinged_part"":{""count"":30,""fraction"":0.06711409395973154},""pick_up_object"":{""count"":60,""fraction"":0.1342281879194631},""place_in_receptacle"":{""count"":30,""fraction"":0.06711409395973154},""place_on_surface"":{""count"":30,""fraction"":0.06711409395973154}}",,,,,,,
ArrangeDrinkware,516.8333333333334,671,338,15505.0,30,88.8,123,59,2664.0,5.233333333333333,7,3,157.0,arrange_drinkware,431,30,high_temperature,arrange_drinkware,"{""communicate"":{""count"":157,""fraction"":0.3642691415313225},""give_space"":{""count"":54,""fraction"":0.12529002320185614},""navigate_to_fixture"":{""count"":100,""fraction"":0.23201856148491878},""pick_up_object"":{""count"":60,""fraction"":0.13921113689095127},""place_on_surface"":{""count"":60,""fraction"":0.13921113689095127}}",,,,,,,
ArrangeTea,498.0,642,341,14940.0,30,93.53333333333333,126,59,2806.0,5.533333333333333,7,4,166.0,arrange_tea,431,30,high_temperature,arrange_tea,"{""close_hinged_part"":{""count"":30,""fraction"":0.06960556844547564},""communicate"":{""count"":166,""fraction"":0.3851508120649652},""give_space"":{""count"":37,""fraction"":0.08584686774941995},""navigate_to_fixture"":{""count"":78,""fraction"":0.18097447795823665},""pick_up_object"":{""count"":60,""fraction"":0.13921113689095127},""place_in_receptacle"":{""count"":60,""fraction"":0.13921113689095127}}",,,,,,,
BeverageOrganization,525.5333333333333,1040,222,15766.0,30,91.73333333333333,182,35,2752.0,5.666666666666667,11,3,170.0,beverage_organization,553,30,high_temperature,beverage_organization,"{""communicate"":{""count"":170,""fraction"":0.3074141048824593},""give_space"":{""count"":50,""fraction"":0.09041591320072333},""navigate_to_fixture"":{""count"":153,""fraction"":0.2766726943942134},""pick_up_object"":{""count"":90,""fraction"":0.162748643761302},""place_on_surface"":{""count"":90,""fraction"":0.162748643761302}}",,,,,,,
BowlAndCup,436.03333333333336,538,322,13081.0,30,79.76666666666667,100,57,2393.0,4.433333333333334,6,3,133.0,bowl_and_cup,343,30,high_temperature,bowl_and_cup,"{""communicate"":{""count"":133,""fraction"":0.3877551020408163},""give_space"":{""count"":34,""fraction"":0.09912536443148688},""navigate_to_fixture"":{""count"":56,""fraction"":0.16326530612244897},""pick_up_object"":{""count"":60,""fraction"":0.1749271137026239},""place_in_receptacle"":{""count"":30,""fraction"":0.08746355685131195},""place_on_surface"":{""count"":30,""fraction"":0.08746355685131195}}",,,,,,,
CandleCleanup,583.4666666666667,849,375,17504.0,30,107.63333333333334,161,62,3229.0,6.533333333333333,9,4,196.0,candle_cleanup,523,30,high_temperature,candle_cleanup,"{""close_hinged_part"":{""count"":30,""fraction"":0.05736137667304015},""communicate"":{""count"":196,""fraction"":0.37476099426386233},""give_space"":{""count"":65,""fraction"":0.124282982791587},""navigate_to_fixture"":{""count"":112,""fraction"":0.21414913957934992},""pick_up_object"":{""count"":60,""fraction"":0.1147227533460803},""place_in_receptacle"":{""count"":60,""fraction"":0.1147227533460803}}",,,,,,,
CheeseMixing,479.2,721,309,14376.0,30,91.76666666666667,140,56,2753.0,5.0,8,3,150.0,cheese_mixing,424,30,high_temperature,cheese_mixing,"{""communicate"":{""count"":150,""fraction"":0.35377358490566035},""give_space"":{""count"":51,""fraction"":0.12028301886792453},""navigate_to_fixture"":{""count"":103,""fraction"":0.2429245283018868},""pick_up_object"":{""count"":60,""fraction"":0.14150943396226415},""place_in_receptacle"":{""count"":60,""fraction"":0.14150943396226415}}",,,,,,,
ClusterItemsForClearing,356.1,514,266,10683.0,30,62.0,92,44,1860.0,3.7,5,3,111.0,cluster_items_for_clearing,311,30,high_temperature,cluster_items_for_clearing,"{""communicate"":{""count"":111,""fraction"":0.35691318327974275},""give_space"":{""count"":29,""fraction"":0.0932475884244373},""navigate_to_fixture"":{""count"":51,""fraction"":0.1639871382636656},""pick_up_object"":{""count"":60,""fraction"":0.19292604501607716},""place_next_to"":{""count"":60,""fraction"":0.19292604501607716}}",,,,,,,
ColorfulSalsa,411.46666666666664,583,284,12344.0,30,72.23333333333333,106,48,2167.0,4.3,6,3,129.0,colorful_salsa,448,30,high_temperature,colorful_salsa,"{""communicate"":{""count"":129,""fraction"":0.28794642857142855},""give_space"":{""count"":40,""fraction"":0.08928571428571429},""navigate_to_fixture"":{""count"":39,""fraction"":0.08705357142857142},""pick_up_object"":{""count"":120,""fraction"":0.26785714285714285},""place_on_object"":{""count"":120,""fraction"":0.26785714285714285}}",,,,,,,
CondimentCollection,497.2,821,308,14916.0,30,87.6,149,50,2628.0,5.7,9,4,171.0,condiment_collection,457,30,high_temperature,condiment_collection,"{""communicate"":{""count"":171,""fraction"":0.3741794310722101},""give_space"":{""count"":60,""fraction"":0.13129102844638948},""navigate_to_fixture"":{""count"":106,""fraction"":0.23194748358862144},""pick_up_object"":{""count"":60,""fraction"":0.13129102844638948},""place_in_receptacle"":{""count"":60,""fraction"":0.13129102844638948}}",,,,,,,
CutBuffetPizza,352.3333333333333,576,262,10570.0,30,60.03333333333333,104,40,1801.0,3.8333333333333335,7,3,115.0,cut_buffet_pizza,286,30,high_temperature,cut_buffet_pizza,"{""communicate"":{""count"":115,""fraction"":0.4020979020979021},""give_space"":{""count"":35,""fraction"":0.12237762237762238},""navigate_to_fixture"":{""count"":46,""fraction"":0.16083916083916083},""open_sliding_part"":{""count"":30,""fraction"":0.1048951048951049},""pick_up_object"":{""count"":30,""fraction"":0.1048951048951049},""place_on_surface"":{""count"":30,""fraction"":0.1048951048951049}}",,,,,,,
DateNight,462.9,709,239,13887.0,30,84.23333333333333,133,42,2527.0,4.933333333333334,7,3,148.0,date_night,434,30,high_temperature,date_night,"{""communicate"":{""count"":148,""fraction"":0.34101382488479265},""give_space"":{""count"":41,""fraction"":0.0944700460829493},""navigate_to_fixture"":{""count"":95,""fraction"":0.21889400921658986},""open_hinged_part"":{""count"":30,""fraction"":0.06912442396313365},""pick_up_object"":{""count"":60,""fraction"":0.1382488479262673},""place_on_surface"":{""count"":60,""fraction"":0.1382488479262673}}",,,,,,,
DeliverStraw,363.73333333333335,645,233,10912.0,30,63.06666666666667,115,39,1892.0,3.9,7,3,117.0,deliver_straw,285,30,high_temperature,deliver_straw,"{""communicate"":{""count"":117,""fraction"":0.4105263157894737},""give_space"":{""count"":32,""fraction"":0.11228070175438597},""navigate_to_fixture"":{""count"":46,""fraction"":0.16140350877192983},""open_sliding_part"":{""count"":30,""fraction"":0.10526315789473684},""pick_up_object"":{""count"":30,""fraction"":0.10526315789473684},""place_in_receptacle"":{""count"":30,""fraction"":0.10526315789473684}}",,,,,,,
DessertAssembly,362.8333333333333,481,168,10885.0,30,65.13333333333334,88,28,1954.0,3.7333333333333334,5,2,112.0,dessert_assembly,285,30,high_temperature,dessert_assembly,"{""communicate"":{""count"":112,""fraction"":0.3929824561403509},""give_space"":{""count"":27,""fraction"":0.09473684210526316},""navigate_to_fixture"":{""count"":26,""fraction"":0.0912280701754386},""pick_up_object"":{""count"":60,""fraction"":0.21052631578947367},""place_in_receptacle"":{""count"":60,""fraction"":0.21052631578947367}}",,,,,,,
DisplayMeatVariety,578.5,778,390,17355.0,30,103.96666666666667,146,66,3119.0,6.1,9,4,183.0,display_meat_variety,578,30,high_temperature,display_meat_variety,"{""communicate"":{""count"":183,""fraction"":0.3166089965397924},""give_space"":{""count"":58,""fraction"":0.10034602076124567},""navigate_to_fixture"":{""count"":157,""fraction"":0.27162629757785467},""pick_up_object"":{""count"":90,""fraction"":0.15570934256055363},""place_in_receptacle"":{""count"":90,""fraction"":0.15570934256055363}}",,,,,,,
DistributeChicken,552.9,827,348,16587.0,30,91.83333333333333,140,57,2755.0,5.633333333333334,8,4,169.0,distribute_chicken,449,30,high_temperature,distribute_chicken,"{""communicate"":{""count"":169,""fraction"":0.37639198218262804},""give_space"":{""count"":58,""fraction"":0.1291759465478842},""navigate_to_fixture"":{""count"":102,""fraction"":0.22717149220489977},""pick_up_object"":{""count"":60,""fraction"":0.133630289532294},""place_on_object"":{""count"":60,""fraction"":0.133630289532294}}",,,,,,,
GarnishCake,351.4,478,213,10542.0,30,59.833333333333336,86,35,1795.0,3.533333333333333,5,2,106.0,garnish_cake,281,30,high_temperature,garnish_cake,"{""communicate"":{""count"":106,""fraction"":0.37722419928825623},""give_space"":{""count"":26,""fraction"":0.09252669039145907},""navigate_to_fixture"":{""count"":29,""fraction"":0.10320284697508897},""pick_up_object"":{""count"":60,""fraction"":0.21352313167259787},""place_on_object"":{""count"":60,""fraction"":0.21352313167259787}}",,,,,,,
GarnishCupcake,380.76666666666665,537,257,11423.0,30,61.9,84,40,1857.0,3.966666666666667,6,3,119.0,garnish_cupcake,355,30,high_temperature,garnish_cupcake,"{""communicate"":{""count"":119,""fraction"":0.3352112676056338},""give_space"":{""count"":40,""fraction"":0.11267605633802817},""navigate_to_fixture"":{""count"":46,""fraction"":0.1295774647887324},""open_hinged_part"":{""count"":30,""fraction"":0.08450704225352113},""pick_up_object"":{""count"":60,""fraction"":0.16901408450704225},""place_next_to"":{""count"":30,""fraction"":0.08450704225352113},""place_on_object"":{""count"":30,""fraction"":0.08450704225352113}}",,,,,,,
GarnishPancake,369.53333333333336,522,258,11086.0,30,61.5,91,38,1845.0,3.966666666666667,6,3,119.0,garnish_pancake,282,30,high_temperature,garnish_pancake,"{""communicate"":{""count"":119,""fraction"":0.4219858156028369},""give_space"":{""count"":31,""fraction"":0.1099290780141844},""navigate_to_fixture"":{""count"":42,""fraction"":0.14893617021276595},""open_hinged_part"":{""count"":30,""fraction"":0.10638297872340426},""pick_up_object"":{""count"":30,""fraction"":0.10638297872340426},""place_on_object"":{""count"":30,""fraction"":0.10638297872340426}}",,,,,,,
GatherMarinadeIngredients,589.3,873,415,17679.0,30,107.2,149,69,3216.0,6.233333333333333,9,5,187.0,gather_marinade_ingredients,555,30,high_temperature,gather_marinade_ingredients,"{""communicate"":{""count"":187,""fraction"":0.33693693693693694},""give_space"":{""count"":45,""fraction"":0.08108108108108109},""navigate_to_fixture"":{""count"":143,""fraction"":0.25765765765765763},""pick_up_object"":{""count"":90,""fraction"":0.16216216216216217},""place_in_receptacle"":{""count"":30,""fraction"":0.05405405405405406},""place_next_to"":{""count"":60,""fraction"":0.10810810810810811}}",,,,,,,
HotDogSetup,454.5,715,237,13635.0,30,73.46666666666667,114,42,2204.0,5.0,7,3,150.0,hot_dog_setup,572,30,high_temperature,hot_dog_setup,"{""communicate"":{""count"":150,""fraction"":0.26223776223776224},""give_space"":{""count"":41,""fraction"":0.07167832167832168},""navigate_to_fixture"":{""count"":141,""fraction"":0.2465034965034965},""open_hinged_part"":{""count"":60,""fraction"":0.1048951048951049},""pick_up_object"":{""count"":90,""fraction"":0.15734265734265734},""place_next_to"":{""count"":30,""fraction"":0.05244755244755245},""place_on_object"":{""count"":60,""fraction"":0.1048951048951049}}",,,,,,,
LemonSeasoningFish,346.73333333333335,514,247,10402.0,30,62.9,95,43,1887.0,3.8333333333333335,5,3,115.0,lemon_seasoning_fish,281,30,high_temperature,lemon_seasoning_fish,"{""communicate"":{""count"":115,""fraction"":0.4092526690391459},""give_space"":{""count"":29,""fraction"":0.10320284697508897},""navigate_to_fixture"":{""count"":47,""fraction"":0.16725978647686832},""open_hinged_part"":{""count"":30,""fraction"":0.10676156583629894},""pick_up_object"":{""count"":30,""fraction"":0.10676156583629894},""place_on_object"":{""count"":30,""fraction"":0.10676156583629894}}",,,,,,,
LineUpCondiments,479.8666666666667,730,243,14396.0,30,85.7,137,38,2571.0,5.033333333333333,7,3,151.0,line_up_condiments,416,30,high_temperature,line_up_condiments,"{""communicate"":{""count"":151,""fraction"":0.3629807692307692},""give_space"":{""count"":40,""fraction"":0.09615384615384616},""navigate_to_fixture"":{""count"":105,""fraction"":0.25240384615384615},""pick_up_object"":{""count"":60,""fraction"":0.14423076923076922},""place_next_to"":{""count"":49,""fraction"":0.11778846153846154},""place_on_surface"":{""count"":11,""fraction"":0.026442307692307692}}",,,,,,,
MatchCupAndDrink,510.96666666666664,695,266,15329.0,30,83.9,113,42,2517.0,5.1,7,3,153.0,match_cup_and_drink,427,30,high_temperature,match_cup_and_drink,"{""communicate"":{""count"":153,""fraction"":0.3583138173302108},""give_space"":{""count"":54,""fraction"":0.12646370023419204},""navigate_to_fixture"":{""count"":100,""fraction"":0.234192037470726},""pick_up_object"":{""count"":60,""fraction"":0.1405152224824356},""place_next_to"":{""count"":60,""fraction"":0.1405152224824356}}",,,,,,,
MeatSkewerAssembly,343.1,613,204,10293.0,30,59.1,116,33,1773.0,3.7333333333333334,6,3,112.0,meat_skewer_assembly,286,30,high_temperature,meat_skewer_assembly,"{""communicate"":{""count"":112,""fraction"":0.3916083916083916},""give_space"":{""count"":27,""fraction"":0.0944055944055944},""navigate_to_fixture"":{""count"":27,""fraction"":0.0944055944055944},""pick_up_object"":{""count"":60,""fraction"":0.2097902097902098},""place_in_receptacle"":{""count"":60,""fraction"":0.2097902097902098}}",,,,,,,
OrganizeCondiments,550.1333333333333,994,326,16504.0,30,96.0,183,54,2880.0,6.0,9,3,180.0,organize_condiments,601,30,high_temperature,organize_condiments,"{""communicate"":{""count"":180,""fraction"":0.2995008319467554},""give_space"":{""count"":84,""fraction"":0.13976705490848584},""navigate_to_fixture"":{""count"":157,""fraction"":0.2612312811980033},""pick_up_object"":{""count"":90,""fraction"":0.1497504159733777},""place_in_receptacle"":{""count"":90,""fraction"":0.1497504159733777}}",,,,,,,
PlateStoreDinner,559.5333333333333,821,274,16786.0,30,105.43333333333334,156,51,3163.0,6.266666666666667,10,3,188.0,plate_store_dinner,632,30,high_temperature,plate_store_dinner,"{""communicate"":{""count"":188,""fraction"":0.2974683544303797},""give_space"":{""count"":46,""fraction"":0.07278481012658228},""navigate_to_fixture"":{""count"":188,""fraction"":0.2974683544303797},""open_hinged_part"":{""count"":30,""fraction"":0.04746835443037975},""pick_up_object"":{""count"":90,""fraction"":0.14240506329113925},""place_in_receptacle"":{""count"":60,""fraction"":0.0949367088607595},""place_on_object"":{""count"":30,""fraction"":0.04746835443037975}}",,,,,,,
PortionHotDogs,397.6333333333333,662,253,11929.0,30,66.83333333333333,114,40,2005.0,4.1,7,3,123.0,portion_hot_dogs,446,30,high_temperature,portion_hot_dogs,"{""communicate"":{""count"":123,""fraction"":0.2757847533632287},""give_space"":{""count"":45,""fraction"":0.10089686098654709},""navigate_to_fixture"":{""count"":38,""fraction"":0.08520179372197309},""pick_up_object"":{""count"":120,""fraction"":0.26905829596412556},""place_on_object"":{""count"":120,""fraction"":0.26905829596412556}}",,,,,,,
PortionYogurt,406.43333333333334,737,145,12193.0,30,67.76666666666667,132,24,2033.0,4.633333333333334,8,2,139.0,portion_yogurt,434,30,high_temperature,portion_yogurt,"{""communicate"":{""count"":139,""fraction"":0.32027649769585254},""give_space"":{""count"":28,""fraction"":0.06451612903225806},""navigate_to_fixture"":{""count"":27,""fraction"":0.06221198156682028},""pick_up_object"":{""count"":120,""fraction"":0.2764976958525346},""place_on_object"":{""count"":120,""fraction"":0.2764976958525346}}",,,,,,,
PrepareCheeseStation,419.56666666666666,532,280,12587.0,30,73.06666666666666,97,48,2192.0,4.633333333333334,6,3,139.0,prepare_cheese_station,435,30,high_temperature,prepare_cheese_station,"{""communicate"":{""count"":139,""fraction"":0.3195402298850575},""give_space"":{""count"":30,""fraction"":0.06896551724137931},""navigate_to_fixture"":{""count"":86,""fraction"":0.19770114942528735},""open_hinged_part"":{""count"":60,""fraction"":0.13793103448275862},""pick_up_object"":{""count"":60,""fraction"":0.13793103448275862},""place_next_to"":{""count"":60,""fraction"":0.13793103448275862}}",,,,,,,
PrepareCocktailStation,511.1333333333333,872,258,15334.0,30,88.76666666666667,155,42,2663.0,5.333333333333333,9,3,160.0,prepare_cocktail_station,564,30,high_temperature,prepare_cocktail_station,"{""communicate"":{""count"":160,""fraction"":0.28368794326241137},""give_space"":{""count"":52,""fraction"":0.09219858156028368},""navigate_to_fixture"":{""count"":142,""fraction"":0.25177304964539005},""open_hinged_part"":{""count"":30,""fraction"":0.05319148936170213},""pick_up_object"":{""count"":90,""fraction"":0.1595744680851064},""place_in_receptacle"":{""count"":30,""fraction"":0.05319148936170213},""place_next_to"":{""count"":60,""fraction"":0.10638297872340426}}",,,,,,,
PrepareCoffee,485.41379310344826,631,328,14077.0,29,82.79310344827586,108,50,2401.0,5.172413793103448,7,4,150.0,prepare_coffee,500,29,high_temperature,prepare_coffee,"{""communicate"":{""count"":150,""fraction"":0.3},""give_space"":{""count"":63,""fraction"":0.126},""navigate_to_fixture"":{""count"":113,""fraction"":0.226},""open_hinged_part"":{""count"":29,""fraction"":0.058},""pick_up_object"":{""count"":58,""fraction"":0.116},""place_on_surface"":{""count"":29,""fraction"":0.058},""place_under"":{""count"":29,""fraction"":0.058},""press_button"":{""count"":29,""fraction"":0.058}}",,,,,,,
PrepareDrinkStation,627.5,1067,387,18825.0,30,113.46666666666667,185,67,3404.0,6.4,11,4,192.0,prepare_drink_station,581,30,high_temperature,prepare_drink_station,"{""communicate"":{""count"":192,""fraction"":0.3304647160068847},""give_space"":{""count"":49,""fraction"":0.08433734939759036},""navigate_to_fixture"":{""count"":160,""fraction"":0.27538726333907054},""pick_up_object"":{""count"":90,""fraction"":0.1549053356282272},""place_in_receptacle"":{""count"":60,""fraction"":0.10327022375215146},""place_next_to"":{""count"":30,""fraction"":0.05163511187607573}}",,,,,,,
PrepareSausageCheese,481.3,636,327,14439.0,30,85.86666666666666,117,58,2576.0,5.166666666666667,6,4,155.0,prepare_sausage_cheese,458,30,high_temperature,prepare_sausage_cheese,"{""communicate"":{""count"":155,""fraction"":0.3384279475982533},""give_space"":{""count"":57,""fraction"":0.12445414847161572},""navigate_to_fixture"":{""count"":96,""fraction"":0.2096069868995633},""open_hinged_part"":{""count"":30,""fraction"":0.06550218340611354},""pick_up_object"":{""count"":60,""fraction"":0.13100436681222707},""place_on_object"":{""count"":60,""fraction"":0.13100436681222707}}",,,,,,,
PrepareSoupServing,441.53333333333336,636,296,13246.0,30,83.63333333333334,119,56,2509.0,5.1,8,4,153.0,prepare_soup_serving,387,30,high_temperature,prepare_soup_serving,"{""close_hinged_part"":{""count"":30,""fraction"":0.07751937984496124},""communicate"":{""count"":153,""fraction"":0.3953488372093023},""give_space"":{""count"":28,""fraction"":0.07235142118863049},""navigate_to_fixture"":{""count"":86,""fraction"":0.2222222222222222},""open_hinged_part"":{""count"":30,""fraction"":0.07751937984496124},""pick_up_object"":{""count"":30,""fraction"":0.07751937984496124},""place_in_receptacle"":{""count"":30,""fraction"":0.07751937984496124}}",,,,,,,
SeasoningSteak,363.43333333333334,529,244,10903.0,30,62.666666666666664,98,40,1880.0,3.8,5,3,114.0,seasoning_steak,254,30,high_temperature,seasoning_steak,"{""communicate"":{""count"":114,""fraction"":0.44881889763779526},""give_space"":{""count"":34,""fraction"":0.13385826771653545},""navigate_to_fixture"":{""count"":46,""fraction"":0.18110236220472442},""pick_up_object"":{""count"":30,""fraction"":0.11811023622047244},""place_next_to"":{""count"":30,""fraction"":0.11811023622047244}}",,,,,,,
ServeMealJuice,496.56666666666666,745,342,14897.0,30,88.13333333333334,130,55,2644.0,5.4,7,4,162.0,serve_meal_juice,441,30,high_temperature,serve_meal_juice,"{""communicate"":{""count"":162,""fraction"":0.3673469387755102},""give_space"":{""count"":57,""fraction"":0.1292517006802721},""navigate_to_fixture"":{""count"":102,""fraction"":0.23129251700680273},""pick_up_object"":{""count"":60,""fraction"":0.1360544217687075},""place_next_to"":{""count"":60,""fraction"":0.1360544217687075}}",,,,,,,
ServeSteak,437.3666666666667,667,295,13121.0,30,83.3,127,58,2499.0,4.566666666666666,8,3,137.0,serve_steak,385,30,high_temperature,serve_steak,"{""communicate"":{""count"":137,""fraction"":0.35584415584415585},""give_space"":{""count"":53,""fraction"":0.13766233766233765},""navigate_to_fixture"":{""count"":75,""fraction"":0.19480519480519481},""pick_up_object"":{""count"":60,""fraction"":0.15584415584415584},""place_on_object"":{""count"":30,""fraction"":0.07792207792207792},""place_on_surface"":{""count"":30,""fraction"":0.07792207792207792}}",,,,,,,
SetBowlsForSoup,506.4,775,366,15192.0,30,88.93333333333334,131,63,2668.0,5.533333333333333,8,4,166.0,set_bowls_for_soup,464,30,high_temperature,set_bowls_for_soup,"{""communicate"":{""count"":166,""fraction"":0.3577586206896552},""give_space"":{""count"":51,""fraction"":0.10991379310344827},""navigate_to_fixture"":{""count"":97,""fraction"":0.20905172413793102},""open_hinged_part"":{""count"":30,""fraction"":0.06465517241379311},""pick_up_object"":{""count"":60,""fraction"":0.12931034482758622},""place_on_object"":{""count"":60,""fraction"":0.12931034482758622}}",,,,,,,
SetUpSpiceStation,520.9,945,287,15627.0,30,92.33333333333333,168,45,2770.0,5.666666666666667,10,4,170.0,set_up_spice_station,562,30,high_temperature,set_up_spice_station,"{""communicate"":{""count"":170,""fraction"":0.302491103202847},""give_space"":{""count"":48,""fraction"":0.08540925266903915},""navigate_to_fixture"":{""count"":164,""fraction"":0.2918149466192171},""pick_up_object"":{""count"":90,""fraction"":0.1601423487544484},""place_next_to"":{""count"":90,""fraction"":0.1601423487544484}}",,,,,,,
SetupBowls,502.7,657,370,15081.0,30,88.33333333333333,116,62,2650.0,5.166666666666667,7,4,155.0,setup_bowls,426,30,high_temperature,setup_bowls,"{""communicate"":{""count"":155,""fraction"":0.36384976525821594},""give_space"":{""count"":51,""fraction"":0.11971830985915492},""navigate_to_fixture"":{""count"":100,""fraction"":0.2347417840375587},""pick_up_object"":{""count"":60,""fraction"":0.14084507042253522},""place_next_to"":{""count"":60,""fraction"":0.14084507042253522}}",,,,,,,
SetupButterPlate,424.73333333333335,624,275,12742.0,30,71.26666666666667,103,47,2138.0,4.533333333333333,7,3,136.0,setup_butter_plate,413,30,high_temperature,setup_butter_plate,"{""communicate"":{""count"":136,""fraction"":0.32929782082324455},""give_space"":{""count"":32,""fraction"":0.0774818401937046},""navigate_to_fixture"":{""count"":95,""fraction"":0.23002421307506055},""open_hinged_part"":{""count"":30,""fraction"":0.07263922518159806},""pick_up_object"":{""count"":60,""fraction"":0.14527845036319612},""place_next_to"":{""count"":30,""fraction"":0.07263922518159806},""place_on_object"":{""count"":30,""fraction"":0.07263922518159806}}",,,,,,,
SetupSodaBowl,504.1666666666667,726,280,15125.0,30,88.53333333333333,128,52,2656.0,5.533333333333333,8,3,166.0,setup_soda_bowl,462,30,high_temperature,setup_soda_bowl,"{""communicate"":{""count"":166,""fraction"":0.3593073593073593},""give_space"":{""count"":52,""fraction"":0.11255411255411256},""navigate_to_fixture"":{""count"":94,""fraction"":0.20346320346320346},""open_hinged_part"":{""count"":30,""fraction"":0.06493506493506493},""pick_up_object"":{""count"":60,""fraction"":0.12987012987012986},""place_in_receptacle"":{""count"":60,""fraction"":0.12987012987012986}}",,,,,,,
SetupWineGlasses,477.53333333333336,682,303,14326.0,30,81.06666666666666,120,50,2432.0,4.866666666666666,7,4,146.0,setup_wine_glasses,408,30,high_temperature,setup_wine_glasses,"{""communicate"":{""count"":146,""fraction"":0.35784313725490197},""give_space"":{""count"":46,""fraction"":0.11274509803921569},""navigate_to_fixture"":{""count"":96,""fraction"":0.23529411764705882},""pick_up_object"":{""count"":60,""fraction"":0.14705882352941177},""place_next_to"":{""count"":60,""fraction"":0.14705882352941177}}",,,,,,,
